Learning Area,Element,Sub-element,Progression level,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,7,Algebraic expressions,NUM-NSA-NPA-L7-I02,2,identifies and justifies equivalent algebraic expressions,identifies and justifies equivalent algebraic expressions,,,,,,,,,Yes,Yes,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,7,Algebraic expressions,NUM-NSA-NPA-L7-I03,3,interprets a table of values in order to plot points on a graph,interprets a table of values in order to plot points on a graph,,,,,,,,,Yes,Yes,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,8,Algebraic relationships,NUM-NSA-NPA-L8-I01,1,interprets and uses formulas and algebraic equations that describe relationships in various contexts (e.g. uses πr}^2 to calculate the area of a circular space; uses when working with compound interest; uses to calculate the velocity of an object,interprets and uses formulas and algebraic equations that describe relationships in various contexts ,e.g. uses πr}^2 to calculate the area of a circular space; uses when working with compound interest; uses to calculate the velocity of an object,,,,,,,,Yes,Yes,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,8,Algebraic relationships,NUM-NSA-NPA-L8-I02,2,plots relationships on a graph using a table of values representing authentic data (e.g. uses data recorded in a spreadsheet to plot results of a science experiment),plots relationships on a graph using a table of values representing authentic data ,e.g. uses data recorded in a spreadsheet to plot results of a science experiment),,,,,,,,Yes,Yes,,
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,9,Linear and non-linear relationships,NUM-NSA-NPA-L9-I01,1,"identifies the difference between linear and non-linear relationships in everyday contexts (e.g. explains that in a linear relationship, the rate of change is constant such as the cost of babysitting by the hour, whereas in a non-linear relationship the rate of change will vary and it could grow multiplicatively or exponentially such as a social media post going viral)",identifies the difference between linear and non-linear relationships in everyday contexts ,"e.g. explains that in a linear relationship, the rate of change is constant such as the cost of babysitting by the hour, whereas in a non-linear relationship the rate of change will vary and it could grow multiplicatively or exponentially such as a social media post going viral)",,,,,,,,,,Yes,Yes
Numeracy,Number sense and algebra,Number patterns and algebraic thinking,9,Linear and non-linear relationships,NUM-NSA-NPA-L9-I02,2,describes and interprets the graphical features of linear and non-linear growth in authentic problems (e.g. compares simple and compound interest graphs; describes the relationship between scientific data plotted on a graph; analyses a graph to identify the inverse relationship between price and quantity demanded or the relationship between Human Development Index (HDI) and standards of living),describes and interprets the graphical features of linear and non-linear growth in authentic problems ,e.g. compares simple and compound interest graphs; describes the relationship between scientific data plotted on a graph; analyses a graph to identify the inverse relationship between price and quantity demanded or the relationship between Human Development Index (HDI) and standards of living),,,,,,,,,,Yes,Yes
Numeracy,Number sense and algebra,Understanding money,1,Face value,NUM-NSA-UM2-L1-I01,1,identifies situations that involve the use of money,identifies situations that involve the use of money,,Yes,Yes,,,,,,,,,
Numeracy,Number sense and algebra,Understanding money,1,Face value,NUM-NSA-UM2-L1-I02,2,identifies and describes Australian coins or notes based on their face value,identifies and describes Australian coins or notes based on their face value,,Yes,Yes,,,,,,,,,
Numeracy,Number sense and algebra,Understanding money,2,Sorting money,NUM-NSA-UM2-L2-I01,1,sorts and orders Australian coins or notes based on their face value,sorts and orders Australian coins or notes based on their face value,,,Yes,,,,,,,,,
Numeracy,Number sense and algebra,Understanding money,2,Sorting money,NUM-NSA-UM2-L2-I02,2,sorts and then counts the number of Australian coins or notes with the same face value,sorts and then counts the number of Australian coins or notes with the same face value,,,Yes,,,,,,,,,
Numeracy,Number sense and algebra,Understanding money,3,Counting money,NUM-NSA-UM2-L3-I01,1,determines the equivalent value of coins or notes sorted into one denomination,determines the equivalent value of coins or notes sorted into one denomination,,,Yes,Yes,,,,,,,,
Numeracy,Number sense and algebra,Understanding money,3,Counting money,NUM-NSA-UM2-L3-I02,2,counts small collections of coins or notes according to their value,counts small collections of coins or notes according to their value,,,Yes,Yes,,,,,,,,
Numeracy,Number sense and algebra,Understanding money,3,Counting money,NUM-NSA-UM2-L3-I03,3,"writes the value of a small collection of coins or notes in whole dollars, or whole cents using numbers and the correct dollar sign or cent symbol","writes the value of a small collection of coins or notes in whole dollars, or whole cents using numbers and the correct dollar sign or cent symbol",,,Yes,Yes,,,,,,,,
